"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9683","Verify Delete Account Button Functionality on Account Settings Page @[111227] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-my-account.spec.js","",""
"","0","Verify the Verification Link in Users Email @[111175] @unauthenticated @functional","single-unauthenticated","2026-02-26","skipped","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/forgot-password.spec.js","",""
"","7318","Verify Adding and Discarding Licenses on the Before we get started page @[112516] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider - English @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","2546","[Negative] Verify password mismatch on Password Page @[111170] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/password.spec.js","",""
"","6982","Verify validation for manual DOB input for future date in Edit Profile details @[111729] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","7662","[Negative] Verify the validation of the First name field on Before we get started page @[112507] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider - English @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","5202","Verify Language Setting Persists Across Reload @[115023] @device @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/unauthenticated/device-id-access.spec.js","",""
"","10433","Verify Default Avatar Displays First Letter of Device ID Name When No Photo Is Uploaded @[115335] @device @functional","single-device","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/device/device-id-my-account-and-edit.spec.js","",""
"","9545","setup super admin authentication","auth-super-admin","2026-02-26","passed","2026-02-26","Super Admin Authentication Setup @super-admin","setup/auth-super-admin.js","",""
"","1","Verify ""Register as Patient"" onboarding flow Account Creation from Login Page @[122336] @unauthenticated @functional @email","single-unauthenticated","2026-02-26","skipped","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","5320","[Negative] Verify Large Image Upload for Avatar @[112291] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-my-account.spec.js","",""
"","4755","Verify the submission button on Forgot Password Page @[111173] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/forgot-password.spec.js","",""
"","7710","Verify Delete Account Link Functionality @[111251] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-my-account.spec.js","",""
"","7767","Verify the validation of the First name field on the Before we get started page @[112511] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider - English @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","8119","setup provider+coordinator authentication","auth-provider-coordinator","2026-02-26","passed","2026-02-26","Provider+Coordinator Authentication Setup @provider-coordinator","setup/auth-provider-coordinator.js","",""
"","0","Verify Add License Functionality on Edit License to Practice modal @[111213] @provider @functional","single-provider","2026-02-26","skipped","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-license-to-practice.spec.js","",""
"","7115","Verify Profile Details slide out in Edit Profile details @[111390] @provider @ui","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-my-account.spec.js","",""
"","0","Verify the ""Decline"" button functionality on the EULA page @[112501] @provider @functional","single-provider","2026-02-26","skipped","2026-02-26","Provider - English @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","0","Verify ""Yes, Delete"" Button Functionality on Delete Account Screen @[111229]","single-provider","2026-02-26","skipped","2026-02-26","Provider @regression","single-user-tests/provider/provider-my-account.spec.js","",""
"","1753","Verify Email Empty Field Error @[117362] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","12902","Verify state persistence after page reload @[111280] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/manage-notifications.spec.js","",""
"","5677","Verify Sex assigned at birth dropdown @[111254] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","2208","Verify Validation Message Dismissal @[117367] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","6168","Verify Content of Change time zone modal @[115563] @provider @ui","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/change-time-zone.spec.js","",""
"","2355","Verify Login Screen Right Half Image @[117347] @unauthenticated @ui","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","0","Verify ""Yes, Delete"" Button Functionality on Delete Account Screen @[111229]","single-patient","2026-02-26","skipped","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","2216","Verify Invalid Email Format Display @[117363] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","1","Spanish - Verify the ""Rechazar"" button functionality on the ""Acuerdo de licencia de usuario final"" page @[112521] @provider @functional","single-provider","2026-02-26","skipped","2026-02-26","Provider - Spanish @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","15381","Verify Device ID User Can Delete Profile Photo from My Account Screen @[115541] @device @functional","single-device","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/device/device-id-my-account-and-edit.spec.js","",""
"","1","Spanish_Verify the positive scenario of filling all the fields in and redirecting to the ""Dashboard"" page @[112522] @provider @functional","single-provider","2026-02-26","skipped","2026-02-26","Provider - Spanish @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","12868","Verify state dropwdown behavior in Edit license to practice modal @[111398] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-profile.spec.js","",""
"","11508","Verify Time Zone and Application Language Are Displayed and Editable @[115338] @device @functional","single-device","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/device/device-id-my-account-and-edit.spec.js","",""
"","7155","Verify Delete Photo Functionality @[111247] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-my-account.spec.js","",""
"","8625","Verify Delete Photo Functionality on Account Settings Page @[111222] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","8574","Verify required fields for Profile Details in Edit Profile details @[111391] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-my-account.spec.js","",""
"","5789","Verify Languages spoken dropdown functionality in Edit profile details slide out @[114231] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-profile.spec.js","",""
"","2352","Verify Login Screen Label @[117350] @unauthenticated @ui","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","5994","Verify Language Change Updates UI @[115019] @device @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/unauthenticated/device-id-access.spec.js","",""
"","2906","[Negative] Verify change password requirements - (missing number) @[114531] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/create-new-password.spec.js","",""
"","8792","[Negative] Verify the validation of Languages spoken drop down list on the Before we get started page @[112509] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider - English @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","6930","Verify entering text in phone number field functionality in Edit profile details slide out @[114115] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-profile.spec.js","",""
"","2960","Verify Content on Password Page @[111164] @unauthenticated @ui","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/password.spec.js","",""
"","2898","Verify Portuguese Language Selection @[118454] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","3645","Validate Password complexity on Password Page @[111167] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/password.spec.js","",""
"","8812","Verify field validation for Phone number in Edit profile details slide out @[111732] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-profile.spec.js","",""
"","7847","Verify the validation of the Last name field on the Before we get started page @[112513] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider - English @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","8251","Verify the validation of languages spoken dropdown on Before we get started @[112512] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider - English @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","0","Verify field validation for Phone number @[111265]","single-patient","2026-02-26","skipped","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","2","Verify Creation of a New Password that matches old password @[111518] @unauthenticated @functional @email","single-unauthenticated","2026-02-26","skipped","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/forgot-password.spec.js","",""
"","6252","Verify Content on Before we get started Page @[111192] @patient @ui","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/create-account-onboard-patient.spec.js","",""
"","11895","Verify successful save with valid values for all fields @[111262] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","7008","Verify No Cancel Button Functionality on Delete Account Screen @[111228] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-my-account.spec.js","",""
"","4570","Verify Login Access via Device ID Link from Admin Panel @[115405] @device @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/unauthenticated/device-id-access.spec.js","",""
"","7812","Verify Address field accepts special characters @[111268] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","10042","Verify Save Changes Button Functionality on Change Time Zone Modal @[111244] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/change-time-zone.spec.js","",""
"","8221","Verify Country dropdown and State field behavior @[111256] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","6570","Verify entering invalid text into ""Tax ID"" field functionality @[118047] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile-pt2.spec.js","",""
"","7059","Verify Content on Account Settings Page @[111219] @provider @ui","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-license-to-practice.spec.js","",""
"","7341","Verify Name and Device ID Fields Are Pre-Filled from Admin Entry @[115320] @device @ui","single-device","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/device/create-account-onboard-device-id.spec.js","",""
"","14169","setup coordinator authentication","auth-coordinator-two","2026-02-26","passed","2026-02-26","Coordinator Authentication Setup @coordinator2","setup/auth-coordinator-two.js","",""
"","6824","[Negative] Verify Invalid File Upload for Avatar @[112290] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-my-account.spec.js","",""
"","0","Verify Save Changes with All Times Populated on Edit Daily Availability Modal @[111238] @provider @functional","single-provider","2026-02-26","skipped","2026-02-26","Provider @regression","single-user-tests/provider/manage-calendar.spec.js","",""
"","12629","Verify Cancel button functionality on Session Reminders screen @[111276] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/manage-notifications.spec.js","",""
"","7757","Verify navigation to ""Notifications"" screen @[111272] @provider @ui","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/manage-notifications.spec.js","",""
"","8944","Verify Country dropdown functionality in Edit License to Practice modal @[111210] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-license-to-practice.spec.js","",""
"","9049","Verify Successful Form Submission and Redirection to Dashboard @[112502] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider - English @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","0","Verify Automatic Time Zone toggle functionality - toggle ON @[111240] @provider @functional","single-provider","2026-02-26","skipped","2026-02-26","Provider @regression","single-user-tests/provider/change-time-zone.spec.js","",""
"","5756","Verify navigation to the Edit Profile details slide out @[111217] @patient @ui","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","8583","setup provider+admin authentication","auth-provider-admin","2026-02-26","passed","2026-02-26","Provider+Admin Authentication Setup @provider-admin","setup/auth-provider-admin.js","",""
"","11053","Verify Delete License Functionality on Edit License to Practice modal @[111212] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-license-to-practice.spec.js","",""
"","2308","Verify Password Entry for Registered Email @[117374] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","5557","Verify ""Country"" dropdown functionality, and ""State"" dropdown functionality in Edit profile details slide out @[114237] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-profile.spec.js","",""
"","10344","setup provider authentication","auth-provider","2026-02-26","passed","2026-02-26","Provider Authentication Setup @provider","setup/auth-provider.js","",""
"","6628","Verify entering invalid text into ""Insurance policy number"" field functionality @[118049] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile-pt2.spec.js","",""
"","6853","[Negative] Verify Error Message When Name Field Is Left Empty on Onboarding Screen @[115402] @device @functional","single-device","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/device/create-account-onboard-device-id.spec.js","",""
"","5067","[Negative] Verify change password requirements - (password too short) @[114528] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/create-new-password.spec.js","",""
"","2166","Verify Language Dropdown Display @[117355] @unauthenticated @ui","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","9210","Verify validation for Insurance valid input in Edit Profile Details @[118046] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile-pt2.spec.js","",""
"","0","[Negative] [Spanish] Verify the validation of the ""Apellido"" field on the ""Antes de empezar"" page @[112518] @provider @functional","single-provider","2026-02-26","skipped","2026-02-26","Provider - Spanish @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","9334","Verify Delete Start/End Time Pair Functionality on Edit Daily Availability Modal @[111234] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/manage-calendar.spec.js","",""
"","6848","Verify navigation to set Session Reminders screen @[111274] @provider @ui","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/manage-notifications.spec.js","",""
"","5864","[Negative] Verify Invalid File Upload for Avatar @[112290] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","2739","[Negative] Verify Case Sensitivity in Passwords on Password Page @[111194] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/password.spec.js","",""
"","10402","Verify validation for Tax ID valid input in Edit Profile Details @[118043] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile-pt2.spec.js","",""
"","8953","setup coordinator authentication","auth-coordinator","2026-02-26","passed","2026-02-26","Coordinator Authentication Setup @coordinator","setup/auth-coordinator.js","",""
"","5367","Verify ""Cancel"" button functionality in Edit profile details slide out @[114233] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-profile.spec.js","",""
"","13178","Verify default behavior of Save Changes and Cancel buttons @[111263] @patient @ui","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","2012","Verify Email Textbox Default Content @[117353] @unauthenticated @ui","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","9617","Verify Notifications Section Displays for Device ID Users @[115340] @device @ui","single-device","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/device/device-id-my-account-and-edit.spec.js","",""
"","1","Verify Decline Button User License Agreement Modal @[111186] @patient @functional","single-patient","2026-02-26","skipped","2026-02-26","Patient @regression","single-user-tests/patient/create-account-onboard-patient.spec.js","",""
"","7846","setup device authentication","auth-device","2026-02-26","passed","2026-02-26","Device Authentication Setup @device","setup/auth-device.js","",""
"","0","Spanish - Verify the presence of web elements and texts on the Acuerdo de licencia de usuario final page @[112497] @provider @functional","single-provider","2026-02-26","skipped","2026-02-26","Provider - Spanish @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","0","[Spanish] Verify the elements and appearence of the ""Antes de empezar"" form @[112496] @provider @functional","single-provider","2026-02-26","skipped","2026-02-26","Provider - Spanish @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","5996","Verify Medical specialty field in Edit Profile details @[111392] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-my-account.spec.js","",""
"","3520","[Negative] Verify Error When Submitting Blank Device ID @[115020] @device @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/unauthenticated/device-id-access.spec.js","",""
"","7666","[Negative] Verify Error When Device ID Already Exists @[115542] @device @functional","single-device","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/device/device-id-my-account-and-edit.spec.js","",""
"","5822","Verify the Resend Link on Forgot Password Page @[111174] @unauthenticated @functional @email","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/forgot-password.spec.js","",""
"","11013","Verify entering text into the First Name field in Edit profile details @[114113] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-profile.spec.js","",""
"","7016","Verify invalid reminder value handling @[111279] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/manage-notifications.spec.js","",""
"","10154","Verify Edit Button Functionality for Profile Selection on Account Settings Page @[111224] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-my-account.spec.js","",""
"","12296","Verify Save Changes button for partial updates on Edit Profile @[111270] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","3288","[Negative] Verify Error Message When Device ID is Not Found for Insititution @[115406] @device @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/unauthenticated/device-id-access.spec.js","",""
"","8839","setup provider authentication","auth-provider-two","2026-02-26","passed","2026-02-26","Provider Authentication Setup @provider2","setup/auth-provider-two.js","",""
"","0","Verify validation for manual DOB valid input in Edit Profile details @[111727]","single-patient","2026-02-26","skipped","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","11710","Verify Edit Licenses Cancel button behavior in Edit License @[111400] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-profile.spec.js","",""
"","5996","Verify Time Zone Dropdown Functionality on Change Time Zone Modal @[111242] @provider @functional","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/change-time-zone.spec.js","",""
"","6208","setup patient authentication","auth-patient","2026-02-26","passed","2026-02-26","Patient Authentication Setup @patient","setup/auth-patient.js","",""
"","6679","Verify EULA Acceptance is Captured in Selected Language @[115318] @device @functional","single-device","2026-02-26","passed","2026-02-26","Device_ID @regression","single-user-tests/device/create-account-onboard-device-id.spec.js","",""
"","11205","Verify alphabetical order for Country and State dropdowns in Edit License to practice slide out @[111401] @provider @ui","single-provider","2026-02-26","passed","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-profile.spec.js","",""
"","2698","[Negative] Validate Password Complexity on Password Page @[111168] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/password.spec.js","",""
"","2530","Verify Email Label Display @[117352] @unauthenticated @ui","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","4682","Verify Change Time Zone Link Functionality @[111250] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-my-account.spec.js","",""
"","2788","[Negative] Verify change password requirements - (missing lowercase letter) @[114530] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/create-new-password.spec.js","",""
"","7523","Verify reset of State dropdown after country change @[111271] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","10873","Validate Save Changes for all required fields @[111260] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","4723","Verify Delete Account Button Functionality on Account Settings Page @[111227] @patient @functional","single-patient","2026-02-26","passed","2026-02-26","Patient @regression","single-user-tests/patient/patient-edit-profile.spec.js","",""
"","2220","Verify Invalid Email Format Message Persistence @[117365] @unauthenticated @functional","single-unauthenticated","2026-02-26","passed","2026-02-26","Unauthenticated @regression","single-user-tests/unauthenticated/login.spec.js","",""
"","7986","English - Verify the presence of web elements and texts on the EULA page @[112495] @provider @ui","single-provider","2026-02-26","passed","2026-02-26","Provider - English @regression","single-user-tests/provider/create-account-onboard-provider.spec.js","",""
"","7640","setup device authentication","auth-device-two","2026-02-26","passed","2026-02-26","Device Authentication Setup @device2","setup/auth-device-two.js","",""
"","10512","setup admin authentication","auth-admin-two","2026-02-26","passed","2026-02-26","Admin Authentication Setup @admin2","setup/auth-admin-two.js","",""
"","0","Verify Save Changes behavior for licenses in Edit License slide out @[111399] @provider @functional","single-provider","2026-02-26","skipped","2026-02-26","Provider @regression","single-user-tests/provider/provider-edit-profile.spec.js","",""
"","0","Verify SMS toggle behavior for missing phone number @[111283]","single-provider","2026-02-26","skipped","2026-02-26","Provider @regression","single-user-tests/provider/manage-notifications.spec.js","",""
